genres,app_name,release_date,tags,id,playtime_forever
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Shadow Ninja: Endless Runner,2015,"['Indie', 'Casual', 'Action', 'Adventure', 'Strategy', 'Singleplayer', 'Martial Arts', 'Illuminati', 'Blood', 'Destruction', 'Mystery', 'Dark', 'Assassin', 'Atmospheric', 'Mouse only', 'Touch-Friendly', 'Gaming', 'Clicker', '2D Fighter', 'Runner']",420050,0
"['Adventure', 'Indie', 'RPG', 'Strategy']",ADOM (Ancient Domains Of Mystery),2015,"['Rogue-like', 'RPG', 'Indie', 'Adventure', 'Turn-Based', 'Strategy', 'Fantasy', 'CRPG', 'Singleplayer', '2D', 'Difficult', 'Classic', 'Pixel Graphics']",333300,111
"['Action', 'Indie']",Knight Squad,2015,"['Action', 'Indie', 'Multiplayer', 'Local Multiplayer', 'Local Co-Op', '4 Player Local', '2D', 'Co-op']",294000,72
"['Action', 'Indie', 'Early Access']",Magnetron,2015,"['Early Access', 'Action', 'Indie']",416390,0
"['Indie', 'RPG']",Monster RPG 1,2015,"['RPG', 'Indie', 'Pixel Graphics', 'JRPG']",420240,0
"['Action', 'Casual', 'Indie']",Trouble In The Manor,2015,"['Casual', 'Action', 'Indie', 'Multiplayer', 'Horror', 'PvP', 'Pixel Graphics']",338530,41
"['Indie', 'RPG', 'Strategy']",Talisman - Character Pack #12 - Jester,2015,"['Strategy', 'RPG', 'Indie']",267785,0
"['Indie', 'RPG', 'Strategy']",Talisman - Character Pack #13 - Goblin Shaman,2015,"['Strategy', 'RPG', 'Indie']",267786,0
"['Free to Play', 'Massively Multiplayer', 'Strategy']",Affected Zone Tactics,2015,"['Free to Play', 'Strategy', 'Massively Multiplayer', 'Turn-Based', 'Tactical', 'Turn-Based Strategy', 'Turn-Based Tactics', 'Isometric', 'Sci-fi', 'Post-apocalyptic']",386640,0
"['Free to Play', 'Massively Multiplayer', 'Strategy']",Ammunition Pack,2015,"['Strategy', 'Massively Multiplayer', 'Free to Play']",410460,0
"['Casual', 'Indie', 'Sports']",BADBLOOD,2015,"['Indie', 'Casual', 'Sports', 'Local Multiplayer']",404400,0
"['Action', 'Adventure', 'Indie']",Ladra,2015,"['Action', 'Adventure', 'Indie', 'RPGMaker', 'Stealth', 'Female Protagonist', 'Pixel Graphics']",391180,0
['Action'],ESCHATOS - Arranged Sound Track,2015,['Action'],409480,0
['Simulation'],Tank: M1A1 Abrams Battle Simulation,1989,['Simulation'],410550,0
['Action'],World War II GI,1999,"['Action', 'FPS', 'World War II', 'Retro']",376750,0
"['Adventure', 'Casual', 'Indie', 'RPG']",Last Heroes,2015,"['Adventure', 'RPG', 'Indie', 'Casual', 'RPGMaker']",370710,0
"['Adventure', 'Indie']",Quatro Luzes,2015,"['Indie', 'Adventure']",415980,141
['Adventure'],Higurashi When They Cry Hou - Ch.2 Watanagashi,2015,"['Visual Novel', 'Horror', 'Mystery', 'Anime', 'Psychological Horror', 'Story Rich', 'Adventure', 'Dark', 'Cute', 'Atmospheric', 'Great Soundtrack', 'Singleplayer', 'Psychological', 'Linear', 'Indie']",410890,0
"['Indie', 'Strategy']",Conquest of Elysium 4,2015,"['Indie', 'Strategy', 'Turn-Based Strategy', '4X', 'Rogue-like', 'Turn-Based', 'Fantasy']",403950,152
"['Indie', 'Simulation']",Holy Potatoes! A Weapon Shop?! - Spud Tales: Journey to Olympus,2015,"['Simulation', 'Indie']",391860,0
"['Action', 'Simulation']",Starlord,1993,"['Action', 'Simulation']",410540,0
['Indie'],Cinderella Escape! R12,2015,"['Nudity', 'Mature', 'Anime', 'Female Protagonist', 'Puzzle', 'Singleplayer', 'Indie', 'Action', 'Psychological Horror', 'Horror']",408000,17
['Indie'],Kero Rhythm,2015,['Indie'],407070,0
"['Action', 'Adventure', 'Indie', 'Simulation']",Dinosaur Hunt - Stegosaurus Expansion Pack,2015,"['Action', 'Adventure', 'Indie', 'Simulation']",408100,0
"['Action', 'Adventure', 'Casual', 'Indie']",Catorize,2015,"['Indie', 'Casual', 'Action', 'Adventure']",418960,300
['Simulation'],OMSI 2 Add-on Vienna 1 - Line 24A,2015,['Simulation'],345680,0
"['Casual', 'Indie']",Marble Duel,2015,"['Casual', 'Indie', 'Puzzle', 'RPG', 'Match 3']",338120,198
['Simulation'],OMSI 2 Add-on Vienna 2 - Line 23A,2015,['Simulation'],345681,0
['Simulation'],Train Simulator: DR BR 24 Loco Add-On,2015,['Simulation'],325972,0
['Indie'],The Purring Quest,2015,"['Indie', 'Platformer', 'Cute', 'Singleplayer', '2D', 'Hand-drawn', 'Adventure', 'Action', 'Great Soundtrack']",409100,33
"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",GASP - Life on Mars,2015,"['Indie', 'Casual', 'Simulation', 'Action', 'Free to Play', 'Strategy']",414210,0
"['Simulation', 'Strategy']",Flashpoint Campaigns: Germany Reforged,2015,"['Strategy', 'Simulation']",411470,0
"['Free to Play', 'Massively Multiplayer', 'Simulation']",Steel Ocean,2015,"['Free to Play', 'Naval', 'World War II', 'Massively Multiplayer', 'Simulation', 'Military', 'War', 'Multiplayer', 'Action', 'MOBA', 'Strategy', 'Shooter', 'Adventure', 'Co-op', 'Tactical', 'Survival', 'First-Person', 'Sandbox', 'Singleplayer', 'Open World']",390670,0
['Casual'],Backgammon Blitz,2015,"['Casual', 'Board Game', 'Simulation', 'Strategy', 'Indie']",395900,0
"['Action', 'Indie']",STEEL STRIDER,2015,"['Action', 'Indie', 'Mechs', '2D']",404100,10
"['Racing', 'Simulation', 'Sports']",rFactor 2,2013,"['Racing', 'Simulation', 'Sports', 'Realistic', 'Multiplayer', 'Driving', 'Singleplayer']",365960,20
"['Action', 'Adventure', 'Casual', 'Indie']",Caribbean Odyssey,2015,"['Indie', 'Casual', 'Action', 'Adventure']",414500,0
['Action'],Mushihimesama,2015,"['Bullet Hell', ""Shoot 'Em Up"", 'Arcade', 'Action', 'Anime', 'Great Soundtrack', 'Female Protagonist', 'Difficult', '2D', 'Classic', 'Singleplayer']",377860,15
"['Action', 'Adventure', 'Indie']",Stardust Galaxy Warriors - Soundtrack,2015,"['Action', 'Adventure', 'Indie']",418080,0
"['Action', 'Adventure', 'Indie']",Stardust Galaxy Warriors: Stellar Climax,2015,"['Action', 'Indie', ""Shoot 'Em Up"", 'Mechs', 'Adventure', 'Side Scroller', 'Local Co-Op', 'Bullet Hell', 'Shooter', 'Great Soundtrack', 'Arcade']",389650,0
['Action'],Legend (1994),1994,"['Action', ""Beat 'em up"", 'Fighting']",412380,346
"['Action', 'Free to Play', 'Massively Multiplayer']",Piercing Blow,2015,"['Free to Play', 'Action', 'Shooter', 'FPS', 'Multiplayer', 'Massively Multiplayer', 'First-Person', 'Singleplayer', 'Open World', 'Co-op', 'Team-Based', 'Controller', 'Adventure', 'Great Soundtrack', 'Zombies', 'Survival']",382850,0
['Simulation'],TS Marketplace: HSA Scrap Wagons,2015,['Simulation'],326017,0
['Strategy'],Impossible Creatures Steam Edition,2003,"['Strategy', 'RTS', 'Cult Classic', 'Classic', 'Multiplayer', 'Real-Time', 'Singleplayer', 'Base Building', 'War']",324680,521
"['Action', 'Free to Play']",Genesis Online,2015,"['Free to Play', 'Multiplayer', 'Survival', 'Sandbox', 'Action', 'Open World', 'Adventure', 'First-Person', 'Building', 'Co-op', 'Massively Multiplayer', 'Crafting', 'Difficult', 'Shooter', 'Singleplayer', 'Zombies', 'Voxel', 'Story Rich', 'Sexual Content', 'Simulation']",409510,0
"['Action', 'Indie']",RONIN - Special Edition Upgrade,2015,"['Action', 'Indie']",411100,0
['Simulation'],TS Marketplace: RNA Barrier Wagons,2015,['Simulation'],326018,0
['Strategy'],NOBUNAGA'S AMBITION: Tenshouki WPK HD Version / 信長の野望・天翔記 with パワーアップキット HD Version,2015,['Strategy'],370730,0
"['Casual', 'Indie']",Turbo Pug,2015,"['Indie', 'Casual', 'Pixel Graphics', 'Difficult', '2D', 'Side Scroller', 'Runner', 'Platformer', 'Singleplayer']",418070,0
"['Action', 'Indie']",Bleeding Border,2015,"['Action', 'Indie', 'Horror']",416290,243
"['Action', 'Adventure', 'Indie', 'Simulation']",Written in the Sky,2015,"['Nudity', 'Visual Novel', 'Anime', 'Free to Play', 'Indie', 'Female Protagonist', 'Adventure', 'Simulation', 'Short', 'Sexual Content', 'Action', 'Mature', 'Romance', 'Horror', 'Illuminati', 'FPS', 'Psychological Horror']",416130,102
['Adventure'],Where Angels Cry: Tears of the Fallen (Collector's Edition),2015,"['Adventure', 'Hidden Object', 'Point & Click']",413470,807
['RPG'],Fallout 4,2015,"['Open World', 'Post-apocalyptic', 'Exploration', 'Singleplayer', 'RPG', 'Atmospheric', 'Adventure', 'Shooter', 'First-Person', 'Story Rich', 'Sci-fi', 'Action', 'FPS', 'Action RPG', 'Great Soundtrack', 'Third Person', 'Sandbox', 'Third-Person Shooter', 'Survival', 'Casual']",377160,80
['Simulation'],FSX: Steam Edition - Discover Australia and New Zealand Add-On,2015,['Simulation'],379559,0
"['Casual', 'Indie', 'RPG', 'Simulation']",Lovely Weather We're Having,2015,"['Walking Simulator', 'Indie', 'Casual', 'Simulation', 'RPG']",404150,0
"['Free to Play', 'Strategy']",Krosmaster - Water Element Pack,2015,"['Strategy', 'Free to Play']",401450,0
['RPG'],Tales of Zestiria - Evangelion Costume Set,2015,['RPG'],382467,0
"['Adventure', 'Indie']",Act 2 Soundtrack,2015,"['Adventure', 'Indie']",372310,0
"['Adventure', 'Casual', 'Indie']",Draw a Stickman: EPIC 2,2015,"['Adventure', 'Casual', 'Indie', 'Puzzle']",403180,244
"['Indie', 'Strategy']",Defend The Highlands,2015,"['Strategy', 'Indie', 'Comedy']",374830,73
"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",The Odyssey: Winds of Athena,2015,"['Indie', 'Simulation', 'Strategy', 'Action', 'Adventure', 'Anime', 'God Game', 'Puzzle', ""Shoot 'Em Up"", 'Singleplayer', 'Difficult', 'Retro', 'Casual', 'Fantasy', '2D', 'Sandbox', 'Sci-fi', 'Great Soundtrack', 'Arcade', 'Shooter']",416080,210
"['Adventure', 'Casual', 'Indie']",Prominence,2015,"['Adventure', 'Casual', 'Indie', 'Sci-fi', 'Point & Click', 'Puzzle', 'Classic', 'Mystery']",270230,36
"['Indie', 'RPG', 'Strategy']",Girlfriend Rescue - Deluxe Contents,2015,"['Strategy', 'RPG', 'Indie']",409180,0
"['Casual', 'Indie']",Aqua Panic !,2015,"['Indie', 'Casual', 'Puzzle']",340700,285
"['Casual', 'Indie']",Aqua Panic! - Heaven Pack,2015,"['Indie', 'Casual']",346261,0
"['Casual', 'Indie']",Aqua Panic! - Inferno Pack,2015,"['Indie', 'Casual']",346260,0
['Indie'],Without Within 2,2015,"['Indie', 'Visual Novel', 'Anime', 'Story Rich', 'Female Protagonist']",398980,0
['Indie'],Without Within 2 - Digital artbook,2015,"['Indie', 'Visual Novel', 'Anime']",399021,0
"['Adventure', 'Casual']",Mystery Expedition: Prisoners of Ice,2014,"['Adventure', 'Casual', 'Hidden Object']",397960,211
"['Indie', 'Racing', 'Simulation', 'Sports', 'Early Access']",Liftoff,2015,"['Early Access', 'Simulation', 'Racing', 'Indie', 'Sports']",410340,112
"['Action', 'Adventure', 'Indie']",Questria: Rise of the Robot Skullfaces,2015,"['Action', 'Adventure', 'Indie']",374420,0
"['Action', 'Adventure', 'Casual', 'Strategy']",Bomb The Monsters!,2015,"['Action', 'Adventure', 'Casual', 'Strategy']",355020,0
"['Indie', 'Strategy']",Super Trench Attack 2,2015,"['Indie', 'Strategy', 'Female Protagonist', 'Pixel Graphics']",385360,214
"['Action', 'RPG', 'Simulation']",Starpoint Gemini 2: Titans,2015,"['RPG', 'Space', 'Simulation', 'Action', 'Space Sim']",411420,0
"['Indie', 'Simulation']",Euro Truck Simulator 2 - Japanese Paint Jobs Pack,2015,"['Simulation', 'Indie', 'Singleplayer']",388472,0
"['Indie', 'Simulation', 'Strategy']",Mini Metro,2015,"['Strategy', 'Simulation', 'Indie', 'Puzzle', 'Minimalist', 'Singleplayer', 'Trains', 'Casual', 'Management', '2D', 'Relaxing', 'Touch-Friendly', 'Difficult', 'Building', 'Great Soundtrack', 'Mouse only']",287980,979
"['Indie', 'RPG']",Diabolical,2015,"['Indie', 'RPG', 'Choose Your Own Adventure', 'Text-Based', 'Choices Matter', 'Villain Protagonist']",416640,0
"['Casual', 'Simulation']",Among the Heavens,2015,"['Casual', 'Simulation', 'Match 3']",409380,211
['Indie'],Without Within 2 - Original soundtrack,2015,"['Indie', 'Visual Novel', 'Anime']",399020,0
"['Action', 'Adventure']",HotLead,2015,"['Action', 'Adventure', 'Short', 'Third-Person Shooter']",416170,146
"['Simulation', 'Strategy']",Stronghold Crusader 2: The Jackal and The Khan,2015,"['Strategy', 'Simulation']",349231,0
['Simulation'],Train Simulator: BR Class 24 Loco Add-On,2015,['Simulation'],325979,0
['Strategy'],"Warhammer 40,000 : Armageddon - Ork Hunters",2015,"['Strategy', 'Warhammer 40K', 'Turn-Based', 'Hex Grid', 'Space', 'Multiplayer', 'Turn-Based Tactics']",405520,0
['Action'],Orc Slayer,2015,"['Action', 'FPS', 'Indie', 'Singleplayer', 'First-Person', 'Adventure']",374990,0
"['Action', 'Indie']",Clandestine,2015,"['Stealth', 'Co-op', 'Female Protagonist', 'Hacking', 'Action', 'Indie', 'Singleplayer', 'Choices Matter', 'Story Rich', 'Third Person']",290530,238
"['Simulation', 'Strategy']",Ironclads 2: American Civil War,2015,"['Strategy', 'Simulation', 'Naval']",414260,0
"['Indie', 'Racing', 'Sports']",MiniBikers,2015,"['Racing', 'Indie', 'Sports']",416350,0
"['Adventure', 'Indie', 'RPG', 'Strategy']",Legends of Eisenwald: Road to Iron Forest,2015,"['Strategy', 'Adventure', 'RPG', 'Indie']",416750,0
"['Adventure', 'Indie', 'RPG', 'Strategy']",Legends of Eisenwald Season Pass,2015,"['Strategy', 'Adventure', 'RPG', 'Indie']",417160,0
"['Casual', 'Indie']",Ghost Cleaner,2015,"['Casual', 'Indie', 'Puzzle']",398530,0
"['Action', 'Indie', 'RPG', 'Strategy']",Birth of Shadows®,2015,"['Indie', 'Action', 'Strategy', 'RPG']",401170,309
"['Action', 'Casual', 'Indie', 'Strategy']",Conflicks - Revolutionary Space Battles,2015,"['Strategy', 'Indie', 'Action', 'Casual', 'Space', 'Multiplayer', 'Singleplayer', 'Physics', 'Adventure', 'Funny', 'Co-op', 'Fast-Paced', 'Sci-fi', 'Competitive', 'RTS', '2D']",288260,0
"['Adventure', 'Indie', 'Simulation', 'Strategy']",Life is Hard OST,2015,"['Strategy', 'Adventure', 'Indie', 'Simulation']",417230,0
"['Adventure', 'Casual']",The Secret Order 2: Masked Intent,2015,"['Casual', 'Adventure', 'Hidden Object', 'Point & Click', 'Female Protagonist', 'Fantasy', 'Singleplayer', 'Family Friendly', 'Mystery', 'Indie', 'Story Rich', 'Great Soundtrack', '2D', 'Atmospheric', 'Puzzle', 'Horror']",399890,0
['Strategy'],Age of Empires II HD: The African Kingdoms,2015,"['Strategy', 'RTS', 'Medieval', 'Multiplayer', 'Historical', 'Memes']",355950,0
"['Design &amp; Illustration', 'Photo Editing', 'Utilities']",ePic Character Generator,2015,"['Design & Illustration', 'Photo Editing', 'Utilities']",408930,8
"['Action', 'Adventure', 'RPG']",Darksiders II Deathinitive Edition,2015,"['Action', 'Adventure', 'Hack and Slash', 'RPG', 'Open World', 'Singleplayer', 'Third Person', 'Fantasy', 'Puzzle', 'Story Rich', 'Great Soundtrack', 'Action RPG', 'Parkour', 'Spectacle fighter', 'Gore', 'Controller', 'Loot', 'Dark Fantasy', 'Multiplayer', 'Metroidvania']",388410,0
"['Action', 'Adventure', 'RPG']",Darksiders II Deathinitive Edition Soundtrack,2015,"['Action', 'Adventure', 'RPG']",417380,0
"['Action', 'Indie', 'RPG']",Wave of Darkness,2015,"['Action', 'RPG', 'Indie']",316370,0
['Adventure'],Call of Cthulhu: Shadow of the Comet,1993,"['Adventure', 'Point & Click', 'Lovecraftian', ""1990's""]",389470,0
"['Action', 'Indie']",Air Brawl,2015,"['Action', 'Indie', 'Flight', 'Multiplayer', 'Fast-Paced', 'Free to Play']",375600,0
['Adventure'],Call of Cthulhu: Prisoner of Ice,1995,"['Adventure', 'Point & Click', 'Lovecraftian', 'Classic', ""1990's""]",359620,0
"['Action', 'Indie']",Zero Reflex : Black Eye Edition,2015,"['Action', 'Indie', 'Bullet Hell']",405650,18
"['Adventure', 'Casual', 'Simulation', 'Strategy']",Viking Saga: New World,2015,"['Strategy', 'Casual', 'Adventure', 'Simulation']",416340,0
"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",The Escapists - Duct Tapes are Forever,2015,"['Strategy', 'Action', 'Adventure', 'Indie', 'Simulation']",408730,0
['RPG'],Tales of Zestiria - Idolmaster Costume Set,2015,['RPG'],382468,0
"['Action', 'Free to Play', 'Indie']",Brawlhalla - All Legends (Current and Future),2015,"['Action', 'Free to Play', 'Indie', '2D Fighter', 'Multiplayer']",387020,0
"['Sports', 'Strategy']",Blood Bowl 2 - Lizardmen,2015,"['Strategy', 'Sports']",382210,0
"['Sports', 'Strategy']",Blood Bowl 2 - Wood Elves,2015,"['Strategy', 'Sports']",382910,0
"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Battle Battalions,2015,"['Free to Play', 'Action', 'Strategy', 'Massively Multiplayer', 'RTS', 'Co-op', 'MOBA', 'Multiplayer', 'Tanks', 'Adventure']",399660,0
"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Battle Battalions: Infantry Starter Kit,2015,"['Strategy', 'Action', 'Massively Multiplayer', 'Free to Play']",413052,0
"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Battle Battalions: Recon Starter Kit,2015,"['Strategy', 'Action', 'Massively Multiplayer', 'Free to Play']",413051,0
"['Indie', 'RPG']",Dragon Fin Soup,2015,"['RPG', 'Indie', 'Rogue-like', 'Female Protagonist', 'Adventure', 'Fantasy', 'Procedural Generation', 'Grid-Based Movement', 'Kickstarter', 'Magic', 'Turn-Based', 'Singleplayer']",299600,28
"['Action', 'Indie']",Shmadow,2015,"['Indie', 'Action', 'Bullet Hell', 'Twin Stick Shooter', ""Shoot 'Em Up"", 'Co-op', 'Great Soundtrack', 'Shooter', 'Difficult', '4 Player Local', 'Local Co-Op']",397570,182
"['Action', 'Free to Play', 'Massively Multiplayer', 'Strategy']",Battle Battalions: Tank Starter Kit,2015,"['Strategy', 'Action', 'Massively Multiplayer', 'Free to Play']",413050,0
['Adventure'],Getsuei Gakuen -kou-,2015,"['Adventure', 'Anime', 'Story Rich', 'Visual Novel']",411390,31297
"['Action', 'Free to Play', 'Indie']",Pink Heaven,2015,"['Free to Play', 'Indie', 'Action', 'Pixel Graphics', 'Platformer', '2D', 'Female Protagonist', 'Cute', 'Singleplayer', 'Shooter', 'Controller', 'Great Soundtrack', 'Fantasy', 'Atmospheric', 'Short', 'Side Scroller', 'Classic', 'Arcade', 'Story Rich', 'Casual']",409690,0
"['Action', 'Indie']",Dawn of the Plow,2015,"['Action', 'Indie']",364700,0
"['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Life is Hard,2015,"['Early Access', 'Strategy', 'Indie', 'Simulation', 'Adventure', 'Pixel Graphics', 'Medieval', 'God Game', '2D']",414080,214
"['Adventure', 'Casual', 'Simulation']",THE GAME OF LIFE - The Official 2016 Edition,2015,"['Casual', 'Adventure', 'Board Game', 'Simulation', 'Family Friendly', 'Multiplayer']",403120,145
"['Adventure', 'Indie']",Darkness Within 2: The Dark Lineage OST,2015,"['Adventure', 'Indie']",414640,0
"['Adventure', 'Indie']",Darkness Within: In Pursuit of Loath Nolder - OST,2015,"['Adventure', 'Indie']",414680,0
['Simulation'],FSX: Steam Edition - RAAS Professional Add-On,2015,['Simulation'],356960,0
"['Adventure', 'Indie']",PONCHO,2015,"['Adventure', 'Indie', 'Platformer', 'Retro', '2.5D', 'Pixel Graphics', 'Robots', '2D', 'Singleplayer', 'Puzzle-Platformer', 'Side Scroller', 'Post-apocalyptic', 'Exploration', 'Colorful', 'Great Soundtrack', 'Difficult', '3D Platformer']",332620,0
"['Action', 'Adventure', 'Indie']",Nightmare on Azathoth,2015,"['Action', 'Adventure', 'Indie', 'Survival', 'Survival Horror', 'Psychological', 'Difficult', 'Simulation', 'Lovecraftian']",414470,0
['Simulation'],Cities XXL - Map Editor,2015,['Simulation'],415750,0
"['Adventure', 'Indie']",Mirrored - Chapter 1,2015,"['Adventure', 'Indie', 'Point & Click', 'Mystery', 'Episodic', 'Thriller', 'First-Person', 'Puzzle', 'Casual', 'Sci-fi', 'Story Rich', 'Atmospheric']",365880,199
"['Action', 'Casual', 'Indie', 'Strategy']",Kaiju-A-GoGo: Halloween Kaiju Skins,2015,"['Strategy', 'Action', 'Indie', 'Casual']",415220,0
"['Adventure', 'Indie', 'Early Access']",Terminal Hacker - Into the Deep,2015,"['Early Access', 'Adventure', 'Indie']",342540,0
"['Indie', 'Simulation']",Welcome to Boon Hill,2015,"['Indie', 'Simulation', 'Pixel Graphics']",406780,1
['RPG'],Fallout: A Post Nuclear Role Playing Game,1997,"['RPG', 'Post-apocalyptic', 'Classic', 'Open World', 'Turn-Based', 'Isometric', 'Sci-fi', 'Singleplayer', 'Turn-Based Combat', 'Multiple Endings', 'Atmospheric', 'Retro', 'Adventure', ""1990's"", '2D', 'Difficult', 'Exploration', 'CRPG', 'Tactical', 'Sandbox']",38400,5
"['Action', 'Indie']",Umihara Kawase,2015,"['Action', 'Indie', 'Retro', 'Female Protagonist', 'Platformer', 'Anime', 'Physics']",384690,18
"['Adventure', 'Free to Play', 'Indie']",Bloodwood Reload,2015,"['Free to Play', 'Horror', 'Adventure', 'Indie', 'Multiplayer', 'Survival Horror', 'Shooter', 'FPS', 'First-Person', 'Action']",350990,0
['RPG'],عالم أريب,2015,"['RPG', 'MMORPG']",395960,0
"['Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy']",The Black Watchmen - Original Soundtrack,2015,"['Adventure', 'Massively Multiplayer', 'Indie', 'Casual', 'Strategy']",379750,0
"['Action', 'Indie', 'Early Access']",Spellsworn,2015,"['Early Access', 'Magic', 'Multiplayer', 'Indie', 'Action', 'Fantasy', 'Dark Fantasy', 'Online Co-Op', 'Local Multiplayer']",360620,0
"['Adventure', 'Casual']",Russian Horror Story,2015,"['Visual Novel', 'Casual', 'Adventure', 'Horror', 'Story Rich', 'Comedy', 'Atmospheric']",390970,21
['Adventure'],Sonic Lost World,2015,"['Adventure', 'Platformer', '3D Platformer', 'Great Soundtrack', 'Singleplayer', 'Fast-Paced', 'Parkour', 'Action', 'Comedy', 'Colorful', 'Third Person', 'Memes', 'Family Friendly', 'Funny', 'Open World', 'Classic', 'Co-op', 'Anime']",329440,895
"['Action', 'Indie', 'RPG']",Crystal Picnic,2015,"['Action', 'Indie', 'RPG', 'Cartoony', 'Short']",415890,0
"['Action', 'Indie', 'Strategy', 'Early Access']",Bit Shifter,2015,"['Early Access', 'Strategy', 'Action', 'Indie', 'Resource Management', 'Real Time Tactics']",393170,0
['Indie'],Discouraged Workers - Digital Art Book,2015,"['Nudity', 'Sexual Content', 'Indie', 'Mature', 'Dystopian', 'Adventure', 'Visual Novel', 'Anime', 'Atmospheric', 'Dark', 'Based On A Novel', 'Psychological', 'Blood', 'Female Protagonist', 'Cult Classic']",382390,0
"['Action', 'Indie', 'Early Access']",The Extinction,2015,"['Early Access', 'Action', 'Indie', 'Space', 'Arcade', 'Retro']",413510,0
"['Action', 'Adventure', 'Indie', 'Strategy']",Antisquad - HOTSEAT,2015,"['Strategy', 'Action', 'Adventure', 'Indie']",388070,0
['Strategy'],The Seven Years War (1756-1763),2015,"['Strategy', 'RTS', 'War', 'Economy', 'Historical']",400470,449
"['RPG', 'Strategy']",Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY,2015,"['Anime', 'JRPG', 'RPG', 'Female Protagonist', 'Cute', 'Funny', 'Singleplayer', 'Nudity', 'Comedy', 'Story Rich', 'Turn-Based', 'Adventure', 'Great Soundtrack', 'Action', 'Strategy', 'Visual Novel', 'Memes', 'Turn-Based Combat', 'Hack and Slash', 'Fantasy']",353270,471
"['RPG', 'Strategy']",Histy's Emergency Aid Plan Pack / いーすんからの救済用仕様書パック,2015,"['RPG', 'Strategy']",389150,0
"['Adventure', 'Free to Play', 'Indie']",Electric Highways,2015,"['Free to Play', 'Indie', 'Adventure', 'Walking Simulator', 'First-Person', 'Atmospheric', 'Puzzle', 'Horror', 'Surreal', '1980s', 'Cyberpunk', 'Retro', 'Singleplayer', 'Psychological Horror', 'Great Soundtrack', 'Sci-fi', 'Pixel Graphics']",412140,0
"['Adventure', 'Free to Play', 'Indie']",Electric Highways - OST,2015,"['Adventure', 'Indie', 'Free to Play']",413840,0
"['Adventure', 'Casual']",Twisted Lands Trilogy: Collector's Edition,2015,"['Adventure', 'Casual', 'Hidden Object', 'Point & Click']",398630,0
['Indie'],Albert and Otto,2015,"['Indie', 'Puzzle', 'Platformer', 'Dark', 'Difficult', 'Puzzle-Platformer', 'Atmospheric', 'Singleplayer', 'Surreal', 'Side Scroller', '2D', 'Adventure', 'Action', 'Horror', 'Controller', 'Cinematic', 'Casual']",368590,353
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",Cannibal,2015,"['Early Access', 'Simulation', 'RPG', 'Survival', 'Adventure', 'Action', 'Strategy', 'Indie']",350800,0
"['Action', 'Indie']",GALAK-Z,2015,"['Action', 'Indie', 'Space', 'Arcade', 'Rogue-lite', 'Mechs', 'Anime', ""Shoot 'Em Up""]",300580,0
"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer']",Counter-Strike Nexon: Zombies - Oz's Trio,2015,"['Massively Multiplayer', 'Casual', 'Action', 'Free to Play']",404240,0
"['Indie', 'RPG', 'Strategy']",Talisman - The City Expansion,2015,"['Indie', 'Strategy', 'RPG']",267784,0
"['Adventure', 'Casual', 'Indie']",Sun Dogs,2015,"['Adventure', 'Indie', 'Casual', 'Interactive Fiction', 'Space', 'Minimalist']",404420,45
"['Action', 'Adventure', 'Indie']",Devil's Bluff,2015,"['Indie', 'Adventure', 'Action', 'Co-op', 'Multiplayer', 'Horror', 'Survival Horror']",382350,0
['Simulation'],FSX: Steam Edition - Paris Orly (LFPO) Add-On,2015,['Simulation'],379552,0
"['Action', 'Adventure', 'Indie', 'RPG']",Pathologic Classic HD,2015,"['Atmospheric', 'Story Rich', 'Survival', 'Adventure', 'Horror', 'RPG', 'First-Person', 'Psychological Horror', 'Indie', 'Singleplayer', 'Great Soundtrack', 'Dark', 'Cult Classic', 'Action', 'Classic', 'Choices Matter', 'Open World', 'Mature', 'Difficult', 'Lovecraftian']",384110,337
"['Adventure', 'RPG', 'Strategy']",Mugen Souls - Mega Costume Bundle 1,2015,"['Adventure', 'RPG', 'Strategy']",403455,0
"['Adventure', 'RPG', 'Strategy']",Mugen Souls - Mega Costume Bundle 2,2015,"['Strategy', 'Adventure', 'RPG']",403457,0
"['Indie', 'Strategy']",Army of Pixels,2015,"['Strategy', 'Indie', 'Pixel Graphics', 'Turn-Based']",390920,57
"['Adventure', 'RPG', 'Strategy']",Mugen Souls - Points Fever Bundle 1,2015,"['Strategy', 'Adventure', 'RPG']",403451,0
"['Adventure', 'RPG', 'Strategy']",Mugen Souls - Points Fever Bundle 3,2015,"['Strategy', 'Adventure', 'RPG']",403454,0
